date,obs,synth,gaps,upper,lower,method,n,outcome,treated,CT
2018-6-15,58.44956944444444,51.94308566760232,6.506483776842124,NA,NA,iid,48,DAA,ES,TRUE
2018-7-15,61.87819892473118,53.49720368928773,8.38099523544345,NA,NA,iid,48,DAA,ES,TRUE
2018-8-15,64.34020161290323,60.27006435131693,4.0701372615862965,NA,NA,iid,48,DAA,ES,TRUE
2018-9-15,71.25444444444445,65.93261797879617,5.321826465648272,NA,NA,iid,48,DAA,ES,TRUE
2018-10-15,65.10649193548387,63.67978946172046,1.426702473763413,NA,NA,iid,48,DAA,ES,TRUE
2018-11-15,61.96447222222222,63.26593752594587,-1.3014653037236528,NA,NA,iid,48,DAA,ES,TRUE
2018-12-15,61.80711021505376,62.07480423438875,-0.26769401933498926,NA,NA,iid,48,DAA,ES,TRUE
2019-1-15,61.959852150537635,65.04337560194922,-3.083523451411587,NA,NA,iid,48,DAA,ES,TRUE
2019-2-15,54.02049107142857,50.05281389409684,3.96767717733173,NA,NA,iid,48,DAA,ES,TRUE
2019-3-15,48.83611559139785,41.60522704276967,7.2308885486281795,NA,NA,iid,48,DAA,ES,TRUE
2019-4-15,50.40361111111111,45.0897064691102,5.313904642000914,NA,NA,iid,48,DAA,ES,TRUE
2019-5-15,48.39399193548387,42.76502203193338,5.628969903550491,NA,NA,iid,48,DAA,ES,TRUE
2019-6-15,47.16123611111111,40.77039337601023,6.390842735100875,NA,NA,iid,48,DAA,ES,TRUE
2019-7-15,51.464301075268814,47.50059812426527,3.9637029510035475,NA,NA,iid,48,DAA,ES,TRUE
2019-8-15,44.95181451612903,48.46986593929259,-3.5180514231635556,NA,NA,iid,48,DAA,ES,TRUE
2019-9-15,42.13011111111111,51.60743884135701,-9.477327730245896,NA,NA,iid,48,DAA,ES,TRUE
2019-10-15,47.1523252688172,49.48276525479004,-2.3304399859728377,NA,NA,iid,48,DAA,ES,TRUE
